This is a dataset of Pokemon statistics.
It includes generations 1 - 8!

abilities,attack,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Thick Fat', 'Guts', 'Sheer Force']",120,70,474,200,Arm Thrust Pokémon,60,1640000,2.3,144,Hariteyamaハリテヤマ,Hariyama,75.4,297,40,60,50,fighting,NA,253.8,3,0
"['Thick Fat', 'Huge Power', 'Sap Sipper']",20,70,190,150,Polka Dot Pokémon,40,800000,0.2,50,Ruririルリリ,Azurill,24.6,298,20,40,20,normal,fairy,2,3,0
"['Sturdy', 'Magnet Pull', 'Sand Force']",45,70,375,255,Compass Pokémon,135,1000000,1,30,Nosepassノズパス,Nosepass,50,299,45,90,30,rock,NA,97,3,0
"['Cute Charm', 'Normalize', 'Wonder Skin ']",45,70,260,255,Kitten Pokémon,45,800000,0.6,50,Enecoエネコ,Skitty,24.6,300,35,35,50,normal,NA,11,3,0
"['Cute Charm', 'Normalize', 'Wonder Skin ']",65,70,400,60,Prim Pokémon,65,800000,1.1,70,Enekororoエネコロロ,Delcatty,24.6,301,55,55,90,normal,NA,32.6,3,0
"['Keen Eye', 'Stall', 'Prankster']",85,35,480,45,Darkness Pokémon,125,1059860,0.5,50,Yamiramiヤミラミ,Sableye,50,302,85,115,20,dark,ghost,11,3,0
"['Hyper Cutter', 'Intimidate', 'Sheer Force']",105,70,480,45,Deceiver Pokémon,125,800000,0.6,50,Kucheatクチート,Mawile,50,303,55,95,50,steel,fairy,11.5,3,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",70,35,330,180,Iron Armor Pokémon,100,1250000,0.4,50,Cokodoraココドラ,Aron,50,304,40,40,30,steel,rock,60,3,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",90,35,430,90,Iron Armor Pokémon,140,1250000,0.9,60,Kodoraコドラ,Lairon,50,305,50,50,40,steel,rock,120,3,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",140,35,630,45,Iron Armor Pokémon,230,1250000,2.1,70,Bossgodoraボスゴドラ,Aggron,50,306,60,80,50,steel,rock,360,3,0
"['Pure Power', 'Telepathy']",40,70,280,180,Meditate Pokémon,55,1000000,0.6,30,Asananアサナン,Meditite,50,307,40,55,60,fighting,psychic,11.2,3,0
"['Pure Power', 'Telepathy']",100,70,510,90,Meditate Pokémon,85,1000000,1.3,60,Charemチャーレム,Medicham,50,308,80,85,100,fighting,psychic,31.5,3,0
"['Static', 'Lightningrod', 'Minus']",45,70,295,120,Lightning Pokémon,40,1250000,0.6,40,Rakuraiラクライ,Electrike,50,309,65,40,65,electric,NA,15.2,3,0
"['Static', 'Lightningrod', 'Minus']",75,70,575,45,Discharge Pokémon,80,1250000,1.5,70,Livoltライボルト,Manectric,50,310,135,80,135,electric,NA,40.2,3,0
"['Plus', 'Lightningrod']",50,70,405,200,Cheering Pokémon,40,1000000,0.4,60,Prasleプラスル,Plusle,50,311,85,75,95,electric,NA,4.2,3,0
"['Minus', 'Volt Absorb']",40,70,405,200,Cheering Pokémon,50,1000000,0.4,60,Minunマイナン,Minun,50,312,75,85,95,electric,NA,4.2,3,0
"['Illuminate', 'Swarm', 'Prankster']",73,70,430,150,Firefly Pokémon,75,600000,0.7,65,Barubeatバルビート,Volbeat,100,313,47,85,85,bug,NA,17.7,3,0
"['Oblivious', 'Tinted Lens', 'Prankster']",47,70,430,150,Firefly Pokémon,75,1640000,0.6,65,Illumiseイルミーゼ,Illumise,0,314,73,85,85,bug,NA,17.7,3,0
"['Natural Cure', 'Poison Point', 'Leaf Guard']",60,70,400,150,Thorn Pokémon,45,1059860,0.3,50,Roseliaロゼリア,Roselia,50,315,100,80,65,grass,poison,2,3,0
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",43,70,302,225,Stomach Pokémon,53,1640000,0.4,70,Gokulinゴクリン,Gulpin,50,316,43,53,40,poison,NA,10.3,3,0
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",73,70,467,75,Poison Bag Pokémon,83,1640000,1.7,100,Marunoomマルノーム,Swalot,50,317,73,83,55,poison,NA,80,3,0
"['Rough Skin', 'Speed Boost']",90,35,305,225,Savage Pokémon,20,1250000,0.8,45,Kibanhaキバニア,Carvanha,50,318,65,20,65,water,dark,20.8,3,0
"['Rough Skin', 'Speed Boost']",140,35,560,60,Brutal Pokémon,70,1250000,1.8,70,Samehaderサメハダー,Sharpedo,50,319,110,65,105,water,dark,88.8,3,0
"['Water Veil', 'Oblivious', 'Pressure']",70,70,400,125,Ball Whale Pokémon,35,1640000,2,130,Hoerukoホエルコ,Wailmer,50,320,70,35,60,water,NA,130,3,0
"['Water Veil', 'Oblivious', 'Pressure']",90,70,500,60,Float Whale Pokémon,45,1640000,14.5,170,Whalohホエルオー,Wailord,50,321,90,45,60,water,NA,398,3,0
"['Oblivious', 'Simple', 'Own Tempo']",60,70,305,255,Numb Pokémon,40,1000000,0.7,60,Donmelドンメル,Numel,50,322,65,45,35,fire,ground,24,3,0
"['Magma Armor', 'Solid Rock', 'Anger Point']",120,70,560,150,Eruption Pokémon,100,1000000,1.9,70,Bakuudaバクーダ,Camerupt,50,323,145,105,20,fire,ground,220,3,0
"['White Smoke', 'Drought', 'Shell Armor']",85,70,470,90,Coal Pokémon,140,1000000,0.5,70,Cotoiseコータス,Torkoal,50,324,85,70,20,fire,NA,80.4,3,0
"['Thick Fat', 'Own Tempo', 'Gluttony']",25,70,330,255,Bounce Pokémon,35,800000,0.7,60,Banebooバネブー,Spoink,50,325,70,80,60,psychic,NA,30.6,3,0
"['Thick Fat', 'Own Tempo', 'Gluttony']",45,70,470,60,Manipulate Pokémon,65,800000,0.9,80,Boopigブーピッグ,Grumpig,50,326,90,110,80,psychic,NA,71.5,3,0
"['Own Tempo', 'Tangled Feet', 'Contrary']",60,70,360,255,Spot Panda Pokémon,60,800000,1.1,60,Patcheelパッチール,Spinda,50,327,60,60,60,normal,NA,5,3,0
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",100,70,290,255,Ant Pit Pokémon,45,1059860,0.7,45,Nuckrarナックラー,Trapinch,50,328,45,45,10,ground,NA,15,3,0
['Levitate'],70,70,340,120,Vibration Pokémon,50,1059860,1.1,50,Vibravaビブラーバ,Vibrava,50,329,50,50,70,ground,dragon,15.3,3,0
['Levitate'],100,70,520,45,Mystic Pokémon,80,1059860,2,80,Flygonフライゴン,Flygon,50,330,80,80,100,ground,dragon,82,3,0
"['Sand Veil', 'Water Absorb']",85,35,335,190,Cactus Pokémon,40,1059860,0.4,50,Saboneaサボネア,Cacnea,50,331,85,40,35,grass,NA,51.3,3,0
"['Sand Veil', 'Water Absorb']",115,35,475,60,Scarecrow Pokémon,60,1059860,1.3,70,Noctusノクタス,Cacturne,50,332,115,60,55,grass,dark,77.4,3,0
"['Natural Cure', 'Cloud Nine']",40,70,310,255,Cotton Bird Pokémon,60,600000,0.4,45,Tylttoチルット,Swablu,50,333,40,75,50,normal,flying,1.2,3,0
"['Natural Cure', 'Cloud Nine']",110,70,590,45,Humming Pokémon,110,600000,1.1,75,Tyltalisチルタリス,Altaria,50,334,110,105,80,dragon,flying,20.6,3,0
"['Immunity', 'Toxic Boost']",115,70,458,90,Cat Ferret Pokémon,60,600000,1.3,73,Zangooseザングース,Zangoose,50,335,60,60,90,normal,NA,40.3,3,0
"['Shed Skin', 'Infiltrator']",100,70,458,90,Fang Snake Pokémon,60,1640000,2.7,73,Habunakeハブネーク,Seviper,50,336,100,60,65,poison,NA,52.5,3,0
['Levitate'],55,70,460,45,Meteorite Pokémon,65,800000,1,90,Lunatoneルナトーン,Lunatone,NA,337,95,85,70,rock,psychic,168,3,0
['Levitate'],95,70,460,45,Meteorite Pokémon,85,800000,1.2,90,Solrockソルロック,Solrock,NA,338,55,65,70,rock,psychic,154,3,0
"['Oblivious', 'Anticipation', 'Hydration']",48,70,288,190,Whiskers Pokémon,43,1000000,0.4,50,Dojoachドジョッチ,Barboach,50,339,46,41,60,water,ground,1.9,3,0
"['Oblivious', 'Anticipation', 'Hydration']",78,70,468,75,Whiskers Pokémon,73,1000000,0.9,110,Namazunナマズン,Whiscash,50,340,76,71,60,water,ground,23.6,3,0
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",80,70,308,205,Ruffian Pokémon,65,1640000,0.6,43,Heiganiヘイガニ,Corphish,50,341,50,35,35,water,NA,11.5,3,0
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",120,70,468,155,Rogue Pokémon,85,1640000,1.1,63,Shizarigerシザリガー,Crawdaunt,50,342,90,55,55,water,dark,32.8,3,0
['Levitate'],40,70,300,255,Clay Doll Pokémon,55,1000000,0.5,40,Yajilonヤジロン,Baltoy,NA,343,40,70,55,ground,psychic,21.5,3,0
['Levitate'],70,70,500,90,Clay Doll Pokémon,105,1000000,1.5,60,Nendollネンドール,Claydol,NA,344,70,120,75,ground,psychic,108,3,0
"['Suction Cups', 'Storm Drain']",41,70,355,45,Sea Lily Pokémon,77,600000,1,66,Lilylaリリーラ,Lileep,88.1,345,61,87,23,rock,grass,23.8,3,0
"['Suction Cups', 'Storm Drain']",81,70,495,45,Barnacle Pokémon,97,600000,1.5,86,Yuradleユレイドル,Cradily,88.1,346,81,107,43,rock,grass,60.4,3,0
"['Battle Armor', 'Swift Swim']",95,70,355,45,Old Shrimp Pokémon,50,600000,0.7,45,Anopthアノプス,Anorith,88.1,347,40,50,75,rock,bug,12.5,3,0
"['Battle Armor', 'Swift Swim']",125,70,495,45,Plate Pokémon,100,600000,1.5,75,Armaldoアーマルド,Armaldo,88.1,348,70,80,45,rock,bug,68.2,3,0
"['Swift Swim', 'Oblivious', 'Adaptability']",15,70,200,255,Fish Pokémon,20,600000,0.6,20,Hinbassヒンバス,Feebas,50,349,10,55,80,water,NA,7.4,3,0
"['Marvel Scale', 'Competitive', 'Cute Charm']",60,70,540,60,Tender Pokémon,79,600000,6.2,95,Milokarossミロカロス,Milotic,50,350,100,125,81,water,NA,162,3,0
['Forecast'],70,70,420,45,Weather Pokémon,70,1000000,0.3,70,Powalenポワルン,Castform,50,351,70,70,70,normal,NA,0.8,3,0
"['Color Change', 'Protean']",90,70,440,200,Color Swap Pokémon,70,1059860,1,60,Kakureonカクレオン,Kecleon,50,352,60,120,40,normal,NA,22,3,0
"['Insomnia', 'Frisk', 'Cursed Body']",75,35,295,225,Puppet Pokémon,35,800000,0.6,44,Kagebouzuカゲボウズ,Shuppet,50,353,63,33,45,ghost,NA,2.3,3,0
"['Insomnia', 'Frisk', 'Cursed Body']",165,35,555,45,Marionette Pokémon,75,800000,1.1,64,Juppetaジュペッタ,Banette,50,354,93,83,75,ghost,NA,12.5,3,0
"['Levitate', 'Frisk']",40,35,295,190,Requiem Pokémon,90,800000,0.8,20,Yomawaruヨマワル,Duskull,50,355,30,90,25,ghost,NA,15,3,0
"['Pressure', 'Frisk']",70,35,455,90,Beckon Pokémon,130,800000,1.6,40,Samayouruサマヨール,Dusclops,50,356,60,130,25,ghost,NA,30.6,3,0
"['Chlorophyll', 'Solar Power', 'Harvest']",68,70,460,200,Fruit Pokémon,83,1250000,2,99,Tropiusトロピウス,Tropius,50,357,72,87,51,grass,flying,100,3,0
['Levitate'],50,70,455,45,Wind Chime Pokémon,80,800000,0.6,75,Chireanチリーン,Chimecho,50,358,95,90,65,psychic,NA,1,3,0
"['Pressure', 'Super Luck', 'Justified']",150,35,565,30,Disaster Pokémon,60,1059860,1.2,65,Absolアブソル,Absol,50,359,115,60,115,dark,NA,47,3,0
"['Shadow Tag', 'Telepathy']",23,70,260,125,Bright Pokémon,48,1000000,0.6,95,Sohnanoソーナノ,Wynaut,50,360,23,48,23,psychic,NA,14,3,0
"['Inner Focus', 'Ice Body', 'Moody']",50,70,300,190,Snow Hat Pokémon,50,1000000,0.7,50,Yukiwarashiユキワラシ,Snorunt,50,361,50,50,50,ice,NA,16.8,3,0
"['Inner Focus', 'Ice Body', 'Moody']",120,70,580,75,Face Pokémon,80,1000000,1.5,80,Onigohriオニゴーリ,Glalie,50,362,120,80,100,ice,NA,256.5,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",40,70,290,255,Clap Pokémon,50,1059860,0.8,70,Tamazarashiタマザラシ,Spheal,50,363,55,50,25,ice,water,39.5,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",60,70,410,120,Ball Roll Pokémon,70,1059860,1.1,90,Todogglerトドグラー,Sealeo,50,364,75,70,45,ice,water,87.6,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",80,70,530,45,Ice Break Pokémon,90,1059860,1.4,110,Todoserugaトドゼルガ,Walrein,50,365,95,90,65,ice,water,150.6,3,0
"['Shell Armor', 'Rattled']",64,70,345,255,Bivalve Pokémon,85,600000,0.4,35,Pearluluパールル,Clamperl,50,366,74,55,32,water,NA,52.5,3,0
"['Swift Swim', 'Water Veil']",104,70,485,60,Deep Sea Pokémon,105,600000,1.7,55,Huntailハンテール,Huntail,50,367,94,75,52,water,NA,27,3,0
"['Swift Swim', 'Hydration']",84,70,485,60,South Sea Pokémon,105,600000,1.8,55,Sakurabyssサクラビス,Gorebyss,50,368,114,75,52,water,NA,22.6,3,0
"['Swift Swim', 'Rock Head', 'Sturdy']",90,70,485,25,Longevity Pokémon,130,1250000,1,100,Glanthジーランス,Relicanth,88.1,369,45,65,55,water,rock,23.4,3,0
"['Swift Swim', 'Hydration']",30,70,330,225,Rendezvous Pokémon,55,800000,0.6,43,Lovecusラブカス,Luvdisc,24.6,370,40,65,97,water,NA,8.7,3,0
"['Rock Head', 'Sheer Force']",75,35,300,45,Rock Head Pokémon,60,1250000,0.6,45,Tatsubayタツベイ,Bagon,50,371,40,30,50,dragon,NA,42.1,3,0
"['Rock Head', 'Overcoat']",95,35,420,45,Endurance Pokémon,100,1250000,1.1,65,Komoruuコモルー,Shelgon,50,372,60,50,50,dragon,NA,110.5,3,0
"['Intimidate', 'Moxie']",145,35,700,45,Dragon Pokémon,130,1250000,1.5,95,Bohmanderボーマンダ,Salamence,50,373,120,90,120,dragon,flying,102.6,3,0
"['Clear Body', 'Light Metal']",55,35,300,3,Iron Ball Pokémon,80,1250000,0.6,40,Dumbberダンバル,Beldum,NA,374,35,60,30,steel,psychic,95.2,3,0
"['Clear Body', 'Light Metal']",75,35,420,3,Iron Claw Pokémon,100,1250000,1.2,60,Metangメタング,Metang,NA,375,55,80,50,steel,psychic,202.5,3,0
"['Clear Body', 'Light Metal']",145,35,700,3,Iron Leg Pokémon,150,1250000,1.6,80,Metagrossメタグロス,Metagross,NA,376,105,110,110,steel,psychic,550,3,0
"['Clear Body', 'Sturdy']",100,35,580,3,Rock Peak Pokémon,200,1250000,1.7,80,Regirockレジロック,Regirock,NA,377,50,100,50,rock,NA,230,3,1
"['Clear Body', 'Ice Body']",50,35,580,3,Iceberg Pokémon,100,1250000,1.8,80,Regiceレジアイス,Regice,NA,378,100,200,50,ice,NA,175,3,1
"['Clear Body', 'Light Metal']",75,35,580,3,Iron Pokémon,150,1250000,1.9,80,Registeelレジスチル,Registeel,NA,379,75,150,50,steel,NA,205,3,1
['Levitate'],100,90,700,3,Eon Pokémon,120,1250000,1.4,80,Latiasラティアス,Latias,0,380,140,150,110,dragon,psychic,40,3,1
['Levitate'],130,90,700,3,Eon Pokémon,100,1250000,2,80,Latiosラティオス,Latios,100,381,160,120,110,dragon,psychic,60,3,1
['Drizzle'],150,0,770,3,Sea Basin Pokémon,90,1250000,4.5,100,Kyogreカイオーガ,Kyogre,NA,382,180,160,90,water,NA,352,3,1
['Drought'],180,0,770,3,Continent Pokémon,160,1250000,3.5,100,Groudonグラードン,Groudon,NA,383,150,90,90,ground,NA,950,3,1
['Air Lock'],180,0,780,45,Sky High Pokémon,100,1250000,7,105,Rayquazaレックウザ,Rayquaza,NA,384,180,100,115,dragon,flying,206.5,3,1
['Serene Grace'],100,100,600,3,Wish Pokémon,100,1250000,0.3,100,Jirachiジラーチ,Jirachi,NA,385,100,100,100,steel,psychic,1.1,3,1
['Pressure'],95,0,600,3,DNA Pokémon,90,1250000,1.7,50,Deoxysデオキシス,Deoxys,NA,386,95,90,180,psychic,NA,60.8,3,1
"['Overgrow', 'Shell Armor']",68,70,318,45,Tiny Leaf Pokémon,64,1059860,0.4,55,Naetleナエトル,Turtwig,88.1,387,45,55,31,grass,NA,10.2,4,0
"['Overgrow', 'Shell Armor']",89,70,405,45,Grove Pokémon,85,1059860,1.1,75,Hayashigameハヤシガメ,Grotle,88.1,388,55,65,36,grass,NA,97,4,0
"['Overgrow', 'Shell Armor']",109,70,525,45,Continent Pokémon,105,1059860,2.2,95,Dodaitoseドダイトス,Torterra,88.1,389,75,85,56,grass,ground,310,4,0
"['Blaze', 'Iron Fist']",58,70,309,45,Chimp Pokémon,44,1059860,0.5,44,Hikozaruヒコザル,Chimchar,88.1,390,58,44,61,fire,NA,6.2,4,0
"['Blaze', 'Iron Fist']",78,70,405,45,Playful Pokémon,52,1059860,0.9,64,Moukazaruモウカザル,Monferno,88.1,391,78,52,81,fire,fighting,22,4,0
"['Blaze', 'Iron Fist']",104,70,534,45,Flame Pokémon,71,1059860,1.2,76,Goukazaruゴウカザル,Infernape,88.1,392,104,71,108,fire,fighting,55,4,0
"['Torrent', 'Defiant']",51,70,314,45,Penguin Pokémon,53,1059860,0.4,53,Pochamaポッチャマ,Piplup,88.1,393,61,56,40,water,NA,5.2,4,0
"['Torrent', 'Defiant']",66,70,405,45,Penguin Pokémon,68,1059860,0.8,64,Pottaishiポッタイシ,Prinplup,88.1,394,81,76,50,water,NA,23,4,0
"['Torrent', 'Defiant']",86,70,530,45,Emperor Pokémon,88,1059860,1.7,84,Emperteエンペルト,Empoleon,88.1,395,111,101,60,water,steel,84.5,4,0
"['Keen Eye', 'Reckless']",55,70,245,255,Starling Pokémon,30,1059860,0.3,40,Mukkuruムックル,Starly,50,396,30,30,60,normal,flying,2,4,0
"['Intimidate', 'Reckless']",75,70,340,120,Starling Pokémon,50,1059860,0.6,55,Mukubirdムクバード,Staravia,50,397,40,40,80,normal,flying,15.5,4,0
"['Intimidate', 'Reckless']",120,70,485,45,Predator Pokémon,70,1059860,1.2,85,Mukuhawkムクホーク,Staraptor,50,398,50,60,100,normal,flying,24.9,4,0
"['Simple', 'Unaware', 'Moody']",45,70,250,255,Plump Mouse Pokémon,40,1000000,0.5,59,Bippaビッパ,Bidoof,50,399,35,40,31,normal,NA,20,4,0
"['Simple', 'Unaware', 'Moody']",85,70,410,127,Beaver Pokémon,60,1000000,1,79,Beadaruビーダル,Bibarel,50,400,55,60,71,normal,water,31.5,4,0
"['Shed Skin', 'Run Away']",25,70,194,255,Cricket Pokémon,41,1059860,0.3,37,Korobohshiコロボーシ,Kricketot,50,401,25,41,25,bug,NA,2.2,4,0
"['Swarm', 'Technician']",85,70,384,45,Cricket Pokémon,51,1059860,1,77,Korotockコロトック,Kricketune,50,402,55,51,65,bug,NA,25.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",65,70,263,235,Flash Pokémon,34,1059860,0.5,45,Kolinkコリンク,Shinx,50,403,40,34,45,electric,NA,9.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",85,100,363,120,Spark Pokémon,49,1059860,0.9,60,Luxioルクシオ,Luxio,50,404,60,49,60,electric,NA,30.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",120,70,523,45,Gleam Eyes Pokémon,79,1059860,1.4,80,Rentorarレントラー,Luxray,50,405,95,79,70,electric,NA,42,4,0
"['Natural Cure', 'Poison Point', 'Leaf Guard']",30,70,280,255,Bud Pokémon,35,1059860,0.2,40,Subomieスボミー,Budew,50,406,50,70,55,grass,poison,1.2,4,0
"['Natural Cure', 'Poison Point', 'Technician']",70,70,515,75,Bouquet Pokémon,65,1059860,0.9,60,Roseradeロズレイド,Roserade,50,407,125,105,90,grass,poison,14.5,4,0
"['Mold Breaker', 'Sheer Force']",125,70,350,45,Head Butt Pokémon,40,600000,0.9,67,Zugaidosズガイドス,Cranidos,88.1,408,30,30,58,rock,NA,31.5,4,0
"['Mold Breaker', 'Sheer Force']",165,70,495,45,Head Butt Pokémon,60,600000,1.6,97,Rampaldラムパルド,Rampardos,88.1,409,65,50,58,rock,NA,102.5,4,0
"['Sturdy', 'Soundproof']",42,70,350,45,Shield Pokémon,118,600000,0.5,30,Tatetopsタテトプス,Shieldon,88.1,410,42,88,30,rock,steel,57,4,0
"['Sturdy', 'Soundproof']",52,70,495,45,Shield Pokémon,168,600000,1.3,60,Toridepsトリデプス,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0
"['Shed Skin', 'Overcoat']",29,70,224,120,Bagworm Pokémon,45,1000000,0.2,40,Minomucchiミノムッチ,Burmy,50,412,29,45,36,bug,NA,3.4,4,0
"['Anticipation', 'Overcoat']",69,70,424,45,Bagworm Pokémon,95,1000000,0.5,60,Minomadam (kusaki No Mino)ミノマダム,Wormadam,0,413,69,95,36,bug,grass,6.5,4,0
"['Swarm', 'Tinted Lens']",94,70,424,45,Moth Pokémon,50,1000000,0.9,70,Gamaleガーメイル,Mothim,100,414,94,50,66,bug,flying,23.3,4,0
"['Honey Gather', 'Hustle']",30,70,244,120,Tiny Bee Pokémon,42,1059860,0.3,30,Mitsuhoneyミツハニー,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0
"['Pressure', 'Unnerve']",80,70,474,45,Beehive Pokémon,102,1059860,1.2,70,Beequenビークイン,Vespiquen,0,416,80,102,40,bug,flying,38.5,4,0
"['Run Away', 'Pickup', 'Volt Absorb']",45,100,405,200,EleSquirrel Pokémon,70,1000000,0.4,60,Pachirisuパチリス,Pachirisu,50,417,45,90,95,electric,NA,3.9,4,0
"['Swift Swim', 'Water Veil']",65,70,330,190,Sea Weasel Pokémon,35,1000000,0.7,55,Buoyselブイゼル,Buizel,50,418,60,30,85,water,NA,29.5,4,0
"['Swift Swim', 'Water Veil']",105,70,495,75,Sea Weasel Pokémon,55,1000000,1.1,85,Floazelフローゼル,Floatzel,50,419,85,50,115,water,NA,33.5,4,0
['Chlorophyll'],35,70,275,190,Cherry Pokémon,45,1000000,0.4,45,Cherinboチェリンボ,Cherubi,50,420,62,53,35,grass,NA,3.3,4,0
['Flower Gift'],60,70,450,75,Blossom Pokémon,70,1000000,0.5,70,Cherrimチェリム,Cherrim,50,421,87,78,85,grass,NA,9.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",48,70,325,190,Sea Slug Pokémon,48,1000000,0.3,76,Karanakushiカラナクシ,Shellos,50,422,57,62,34,water,NA,6.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",83,70,475,75,Sea Slug Pokémon,68,1000000,0.9,111,Tritodonトリトドン,Gastrodon,50,423,92,82,39,water,ground,29.9,4,0
"['Technician', 'Pickup', 'Skill Link']",100,100,482,45,Long Tail Pokémon,66,800000,1.2,75,Etebothエテボース,Ambipom,50,424,60,66,115,normal,NA,20.3,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",50,70,348,125,Balloon Pokémon,34,1640000,0.4,90,Fuwanteフワンテ,Drifloon,50,425,60,44,70,ghost,flying,1.2,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",80,70,498,60,Blimp Pokémon,44,1640000,1.2,150,Fuwarideフワライド,Drifblim,50,426,90,54,80,ghost,flying,15,4,0
"['Run Away', 'Klutz', 'Limber']",66,0,350,190,Rabbit Pokémon,44,1000000,0.4,55,Mimirolミミロル,Buneary,50,427,44,56,85,normal,NA,5.5,4,0
"['Cute Charm', 'Klutz', 'Limber']",136,140,580,60,Rabbit Pokémon,94,1000000,1.2,65,Mimilopミミロップ,Lopunny,50,428,54,96,135,normal,NA,33.3,4,0
['Levitate'],60,35,495,45,Magical Pokémon,60,800000,0.9,60,Mumargiムウマージ,Mismagius,50,429,105,105,105,ghost,NA,4.4,4,0
"['Insomnia', 'Super Luck', 'Moxie']",125,35,505,30,Big Boss Pokémon,52,1059860,0.9,100,Dongkarasuドンカラス,Honchkrow,50,430,105,52,71,dark,flying,27.3,4,0
"['Limber', 'Own Tempo', 'Keen Eye']",55,70,310,190,Catty Pokémon,42,800000,0.5,49,Nyarmarニャルマー,Glameow,24.6,431,42,37,85,normal,NA,3.9,4,0
"['Thick Fat', 'Own Tempo', 'Defiant']",82,70,452,75,Tiger Cat Pokémon,64,800000,1,71,Bunyattoブニャット,Purugly,24.6,432,64,59,112,normal,NA,43.8,4,0
['Levitate'],30,70,285,120,Bell Pokémon,50,800000,0.2,45,Lisyanリーシャン,Chingling,50,433,65,50,45,psychic,NA,0.6,4,0
"['Stench', 'Aftermath', 'Keen Eye']",63,70,329,225,Skunk Pokémon,47,1000000,0.4,63,Skunpuuスカンプー,Stunky,50,434,41,41,74,poison,dark,19.2,4,0
"['Stench', 'Aftermath', 'Keen Eye']",93,70,479,60,Skunk Pokémon,67,1000000,1,103,Skutankスカタンク,Skuntank,50,435,71,61,84,poison,dark,38,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",24,70,300,255,Bronze Pokémon,86,1000000,0.5,57,Dohmirrorドーミラー,Bronzor,NA,436,24,86,23,steel,psychic,60.5,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",89,70,500,90,Bronze Bell Pokémon,116,1000000,1.3,67,Dohtakunドータクン,Bronzong,NA,437,79,116,33,steel,psychic,187,4,0
"['Sturdy', 'Rock Head', 'Rattled']",80,70,290,255,Bonsai Pokémon,95,1000000,0.5,50,Usohachiウソハチ,Bonsly,50,438,10,45,10,rock,NA,15,4,0
"['Soundproof', 'Filter', 'Technician']",25,70,310,145,Mime Pokémon,45,1000000,0.6,20,Maneneマネネ,Mime Jr.,50,439,70,90,60,psychic,fairy,13,4,0
"['Natural Cure', 'Serene Grace', 'Friend Guard']",5,140,220,130,Playhouse Pokémon,5,800000,0.6,100,Pinpukuピンプク,Happiny,0,440,15,65,30,normal,NA,24.4,4,0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",65,35,411,30,Music Note Pokémon,45,1059860,0.5,76,Perapペラップ,Chatot,50,441,92,42,91,normal,flying,1.9,4,0
"['Pressure', 'Infiltrator']",92,70,485,100,Forbidden Pokémon,108,1000000,1,50,Mikarugeミカルゲ,Spiritomb,50,442,92,108,35,ghost,dark,108,4,0
"['Sand Veil', 'Rough Skin']",70,70,300,45,Land Shark Pokémon,45,1250000,0.7,58,Fukamaruフカマル,Gible,50,443,40,45,42,dragon,ground,20.5,4,0
"['Sand Veil', 'Rough Skin']",90,70,410,45,Cave Pokémon,65,1250000,1.4,68,Gabiteガバイト,Gabite,50,444,50,55,82,dragon,ground,56,4,0
"['Sand Veil', 'Rough Skin']",170,70,700,45,Mach Pokémon,115,1250000,1.9,108,Gaburiasガブリアス,Garchomp,50,445,120,95,92,dragon,ground,95,4,0
"['Pickup', 'Thick Fat', 'Gluttony']",85,70,390,50,Big Eater Pokémon,40,1250000,0.6,135,Gonbeゴンベ,Munchlax,88.1,446,40,85,5,normal,NA,105,4,0
"['Steadfast', 'Inner Focus', 'Prankster']",70,70,285,75,Emanation Pokémon,40,1059860,0.7,40,Rioluリオル,Riolu,88.1,447,35,40,60,fighting,NA,20.2,4,0
"['Steadfast', 'Inner Focus', 'Justified']",145,70,625,45,Aura Pokémon,88,1059860,1.2,70,Lucarioルカリオ,Lucario,88.1,448,140,70,112,fighting,steel,54,4,0
"['Sand Stream', 'Sand Force']",72,70,330,140,Hippo Pokémon,78,1250000,0.8,68,Hippopotasヒポポタス,Hippopotas,50,449,38,42,32,ground,NA,49.5,4,0
